customer_id,name,email,city,signup_date,age
C00092,Gaurav Banerjee,gaurav.banerjee97@example.com,Delhi,2024-02-23,35
C00093,Sanjay Krishnan,sanjay.krishnan40@example.com,Chennai,2023-10-16,26
C00094,Ankit Krishnan,ankit.krishnan32@example.com,Pune,2024-01-14,19
C00095,Sunita Patel,sunita.patel87@example.org,Hyderabad,2023-08-19,33
C00096,Deepa Subramaniam,deepa.subramaniam77@example.com,Chennai,2025-10-14,18
C00097,Hemant Kumar,hemant.kumar96@example.org,Delhi,2023-02-10,23
C00098,Nalini Suresh,nalini.suresh48@example.org,Chennai,2025-11-17,18
C00099,Ishaan Joshi,ishaan.joshi65@example.org,Chennai,2023-05-15,18
C00100,Fatima Saxena,fatima.saxena44@example.com,Hyderabad,2023-07-20,31
C00101,Manish Agarwal,manish.agarwal31@example.org,Pune,2025-02-18,18
C00102,Madhuri Kapoor,madhuri.kapoor20@example.com,Pune,2025-07-18,18
C00103,Zara Iyer,zara.iyer36@example.org,Bangalore,2025-11-22,29
C00104,Omkar Ramesh,omkar.ramesh78@example.com,Mumbai,2025-12-07,25
C00105,Nandini Rajan,nandini.rajan19@example.com,Mumbai,2024-05-17,45
C00106,Sanjay Sen,sanjay.sen44@example.org,Hyderabad,2024-02-11,44
C00107,Uday Tiwari,uday.tiwari57@example.com,Delhi,2025-03-15,23
C00108,Lavanya Tiwari,lavanya.tiwari9@example.org,Kolkata,2023-04-09,34
C00109,Harini Krishnan,harini.krishnan42@example.com,Bangalore,2024-11-14,35
C00110,Nitya Kumar,nitya.kumar81@example.com,Mumbai,2024-12-26,25
C00111,Sneha Verma,sneha.verma64@example.org,Mumbai,2025-08-18,18
C00112,Venkat Saxena,venkat.saxena23@example.org,Mumbai,2024-09-04,29
C00113,Pooja Malhotra,pooja.malhotra91@example.com,Mumbai,2024-10-04,28
C00114,Nitya Sharma,nitya.sharma91@example.com,Chennai,2025-10-25,26
C00115,Ashwin Rajan,ashwin.rajan52@example.com,Hyderabad,2024-05-17,33
C00116,Ankit Menon,ankit.menon16@example.com,Hyderabad,2025-02-05,23
C00117,Aryan Gupta,aryan.gupta30@example.org,Chennai,2024-02-02,20
C00118,Siddharth Kumar,siddharth.kumar46@example.org,Hyderabad,2025-05-20,30
C00119,Kabir Krishnan,kabir.krishnan13@example.org,Bangalore,2025-03-05,33
C00120,Ravi Kamath,ravi.kamath93@example.com,Bangalore,2024-01-28,20
C00121,Hemant Iyer,hemant.iyer41@example.org,Hyderabad,2023-07-26,37
C00122,Omkar Joshi,omkar.joshi13@example.com,Chennai,2025-11-04,18
C00123,Tarun Khanna,tarun.khanna50@example.org,Chennai,2025-06-10,25
C00124,Fatima Krishnan,fatima.krishnan7@example.com,Bangalore,2025-05-13,27
C00125,Fatima Roy,fatima.roy2@example.com,Bangalore,2025-01-12,24
C00126,Mohit Shah,mohit.shah77@example.org,Hyderabad,2024-07-17,25
C00127,Divya Kamath,divya.kamath67@example.org,Mumbai,2025-10-17,44
C00128,Zoya Mukherjee,zoya.mukherjee80@example.org,Chennai,2023-04-06,23
C00129,Zara Roy,zara.roy84@example.com,Bangalore,2024-04-29,49
C00130,Esha Subramaniam,esha.subramaniam90@example.org,Hyderabad,2023-08-19,33
C00131,Anjali Shetty,anjali.shetty47@example.org,Hyderabad,2025-01-18,30
C00132,Divya Singh,divya.singh18@example.org,Kolkata,2026-04-09,33
C00133,Vishal Subramaniam,vishal.subramaniam94@example.org,Bangalore,2024-06-24,50
C00134,Sneha Shah,sneha.shah72@example.com,Chennai,2025-11-25,22
C00135,Priya Pillai,priya.pillai90@example.com,Kolkata,2024-06-08,21
C00136,Mohit Tripathi,mohit.tripathi59@example.com,Bangalore,2026-03-29,23
C00137,Chetan Joshi,chetan.joshi82@example.org,Chennai,2026-01-14,30
C00138,Zara Nair,zara.nair43@example.com,Hyderabad,2024-07-31,18
C00139,Ravi Pandey,ravi.pandey54@example.com,Hyderabad,2024-11-12,30
C00140,Priya Kumar,priya.kumar66@example.org,Kolkata,2024-07-10,43
C00141,Bhavna Saxena,bhavna.saxena9@example.com,Delhi,2025-10-09,31
C00142,Divya Singh,divya.singh28@example.com,Hyderabad,2024-10-07,27
C00143,Omkar Sharma,omkar.sharma25@example.org,Mumbai,2025-03-06,25
C00144,Deepak Ramesh,deepak.ramesh58@example.org,Delhi,2025-11-17,37
C00145,Prachi Reddy,prachi.reddy62@example.com,Chennai,2023-07-09,23
C00146,Vivek Chaudhary,vivek.chaudhary16@example.com,Kolkata,2024-09-24,44
C00147,Geeta Iyer,geeta.iyer85@example.org,Hyderabad,2024-09-19,45
C00148,Vishal Singh,vishal.singh91@example.com,Pune,2025-08-30,32
C00149,Manish Chakraborty,manish.chakraborty2@example.org,Bangalore,2024-12-10,29
C00150,Aarav Chakraborty,aarav.chakraborty40@example.com,Hyderabad,2024-10-10,38
C00151,Raj Pandey,raj.pandey84@example.com,Hyderabad,2023-11-14,38
C00152,Rohit Mishra,rohit.mishra83@example.com,Bangalore,2024-11-14,23
C00153,Radha Kamath,radha.kamath95@example.com,Pune,2024-10-25,25
C00154,Hemant Rao,hemant.rao13@example.org,Bangalore,2026-02-10,19
C00155,Mohit Chatterjee,mohit.chatterjee8@example.com,Delhi,2024-03-17,33
C00156,Nikhil Singh,nikhil.singh87@example.org,Delhi,2024-07-17,35
C00157,Uma Venkatesh,uma.venkatesh24@example.com,Chennai,2026-02-10,19
C00158,Omkar Singh,omkar.singh56@example.com,Kolkata,2025-08-09,26
C00159,Shreya Singh,shreya.singh40@example.org,Kolkata,2026-01-09,19
C00160,Anjali Malhotra,anjali.malhotra13@example.com,Kolkata,2024-11-29,22
C00161,Geeta Yadav,geeta.yadav84@example.com,Kolkata,2023-04-23,34
C00162,Madhuri Reddy,madhuri.reddy38@example.org,Ahmedabad,2023-01-02,24
C00163,Ankit Yadav,ankit.yadav22@example.org,Kolkata,2024-10-03,27
C00164,Deepa Nair,deepa.nair98@example.org,Hyderabad,2023-08-08,18
C00165,Aryan Kapoor,aryan.kapoor20@example.org,Ahmedabad,2025-05-04,31
C00166,Aryan Shetty,aryan.shetty21@example.com,Delhi,2024-01-20,29
C00167,Prachi Sen,prachi.sen32@example.org,Delhi,2026-02-27,24
C00168,Harini Khanna,harini.khanna1@example.org,Ahmedabad,2025-12-12,28
C00169,Priya Malhotra,priya.malhotra57@example.org,Mumbai,2024-12-30,31
C00170,Waqar Gupta,waqar.gupta45@example.org,Delhi,2023-09-04,23
C00171,Zubair Patel,zubair.patel16@example.com,Pune,2025-04-15,18
C00172,Yamini Kamath,yamini.kamath85@example.org,Bangalore,2023-07-22,44
C00173,Uma Khanna,uma.khanna44@example.com,Bangalore,2023-05-03,24
C00174,Lavanya Dutta,lavanya.dutta36@example.org,Bangalore,2024-02-05,29
C00175,Raj Iyer,raj.iyer79@example.com,Chennai,2025-02-05,38
C00176,Shreya Krishnan,shreya.krishnan14@example.org,Pune,2023-10-21,58
C00177,Raj Sen,raj.sen64@example.org,Hyderabad,2023-10-07,20
C00178,Ishaan Kamath,ishaan.kamath25@example.org,Mumbai,2025-06-02,33
C00179,Saloni Pandey,saloni.pandey25@example.com,Mumbai,2023-07-17,24
C00180,Shreya Ramesh,shreya.ramesh5@example.org,Delhi,2025-09-08,25
C00181,Ashwin Sharma,ashwin.sharma40@example.org,Kolkata,2025-01-21,24
C00182,Dhruv Anand,dhruv.anand39@example.com,Kolkata,2023-05-24,20
C00183,Sunita Shah,sunita.shah12@example.org,Hyderabad,2024-08-31,29
C00184,Ashwin Tripathi,ashwin.tripathi66@example.com,Chennai,2026-02-21,18
C00185,Nikhil Yadav,nikhil.yadav50@example.com,Kolkata,2023-07-06,37
C00186,Raj Joshi,raj.joshi86@example.com,Bangalore,2024-04-08,30
C00187,Suresh Kumar,suresh.kumar4@example.com,Chennai,2024-10-21,33
C00188,Priya Banerjee,priya.banerjee41@example.com,Kolkata,2025-02-02,26
C00189,Rohit Reddy,rohit.reddy41@example.org,Hyderabad,2025-08-12,27
C00190,Bhavna Tripathi,bhavna.tripathi24@example.org,Delhi,2024-02-07,32
C00191,Saloni Anand,saloni.anand5@example.com,Kolkata,2023-05-27,20
C00192,Madhuri Sharma,madhuri.sharma31@example.com,Delhi,2026-03-17,27
C00193,Pankaj Das,pankaj.das49@example.org,Chennai,2025-05-13,23
C00194,Farhan Joshi,farhan.joshi56@example.org,Hyderabad,2024-05-03,22
C00195,Raj Mehta,raj.mehta77@example.org,Delhi,2025-07-17,18
C00196,Farhan Venkatesh,farhan.venkatesh22@example.com,Delhi,2024-07-04,40
C00197,Pankaj Rao,pankaj.rao30@example.org,Bangalore,2023-12-04,24
C00198,Rajesh Chatterjee,rajesh.chatterjee69@example.com,Hyderabad,2025-05-21,39
C00199,Xenia Iyer,xenia.iyer12@example.org,Kolkata,2024-10-02,38
C00200,Sneha Iyer,sneha.iyer12@example.org,Delhi,2024-04-17,19
C00201,Raj Yadav,raj.yadav81@example.com,Delhi,2023-05-31,21
C00202,Hemant Agarwal,hemant.agarwal78@example.com,Kolkata,2023-09-20,50
C00203,Anjali Patel,anjali.patel80@example.com,Bangalore,2023-05-24,44
C00204,Zara Bose,zara.bose40@example.com,Delhi,2023-12-12,29
C00205,Ananya Sharma,ananya.sharma36@example.com,Mumbai,2024-09-15,32
C00206,Siddharth Suresh,siddharth.suresh38@example.com,Delhi,2025-10-13,24
C00207,Ishaan Bhat,ishaan.bhat49@example.com,Bangalore,2025-05-30,33
C00208,Raj Reddy,raj.reddy87@example.org,Mumbai,2023-01-02,24
C00209,Bhavna Saxena,bhavna.saxena66@example.com,Hyderabad,2025-06-15,18
C00210,Zara Saxena,zara.saxena35@example.com,Bangalore,2023-09-11,19
C00211,Arjun Mehta,arjun.mehta25@example.org,Mumbai,2024-03-28,30
C00212,Ashwin Naik,ashwin.naik39@example.com,Kolkata,2025-11-26,20
C00213,Kunal Tripathi,kunal.tripathi31@example.com,Bangalore,2026-03-29,29
C00214,Amitabh Banerjee,amitabh.banerjee27@example.org,Pune,2025-10-11,21
C00215,Uma Saxena,uma.saxena48@example.org,Bangalore,2023-01-09,23
C00216,Kavya Mishra,kavya.mishra95@example.com,Chennai,2026-01-27,36
C00217,Ishaan Gupta,ishaan.gupta56@example.org,Delhi,2025-03-26,31
C00218,Sanjay Banerjee,sanjay.banerjee94@example.org,Chennai,2023-07-27,29
C00219,Ananya Mukherjee,ananya.mukherjee65@example.com,Hyderabad,2026-02-28,37
C00220,Neha Shetty,neha.shetty47@example.org,Chennai,2024-02-08,33
C00221,Priya Kamath,priya.kamath23@example.org,Delhi,2023-06-01,41
C00222,Farhan Mukherjee,farhan.mukherjee32@example.org,Chennai,2023-02-23,26
C00223,Radha Roy,radha.roy50@example.com,Mumbai,2026-02-17,26
C00224,Zubair Venkatesh,zubair.venkatesh71@example.com,Bangalore,2024-09-19,19
C00225,Kunal Krishnan,kunal.krishnan44@example.org,Bangalore,2024-08-09,26
C00226,Lakshmi Nair,lakshmi.nair58@example.com,Pune,2023-04-14,37
C00227,Vivek Verma,vivek.verma27@example.org,Hyderabad,2023-09-11,40
C00228,Meera Venkatesh,meera.venkatesh3@example.org,Pune,2026-02-09,37
C00229,Siddharth Roy,siddharth.roy21@example.org,Pune,2024-05-24,18
C00230,Priya Bose,priya.bose78@example.org,Pune,2023-04-09,38
C00231,Lakshmi Naik,lakshmi.naik62@example.org,Chennai,2023-06-02,18
C00232,Farhan Chakraborty,farhan.chakraborty32@example.com,Kolkata,2025-07-02,37
C00233,Amitabh Dubey,amitabh.dubey78@example.org,Chennai,2025-05-27,27
C00234,Nitya Pillai,nitya.pillai37@example.org,Hyderabad,2023-12-04,35
C00235,Dhruv Mukherjee,dhruv.mukherjee27@example.org,Bangalore,2025-04-01,19
C00236,Sanjay Menon,sanjay.menon77@example.org,Pune,2026-04-01,39
C00237,Nitya Verma,nitya.verma61@example.com,Chennai,2025-08-14,18
C00238,Mohit Sen,mohit.sen43@example.org,Hyderabad,2023-06-10,24
C00239,Siddharth Bose,siddharth.bose34@example.com,Chennai,2025-03-11,22
C00240,Aryan Suresh,aryan.suresh16@example.org,Delhi,2024-02-02,18
C00241,Ravi Mukherjee,ravi.mukherjee1@example.com,Pune,2025-03-26,30
C00242,Kabir Sen,kabir.sen98@example.com,Mumbai,2026-03-04,44
C00243,Nalini Ghosh,nalini.ghosh36@example.org,Kolkata,2024-02-05,51
C00244,Akash Mehta,akash.mehta71@example.com,Chennai,2024-10-01,30
C00245,Raj Nair,raj.nair28@example.org,Hyderabad,2025-11-22,38
C00246,Uma Agarwal,uma.agarwal37@example.org,Chennai,2024-11-18,31
C00247,Amitabh Shah,amitabh.shah86@example.org,Ahmedabad,2024-04-04,33
C00248,Waqar Mishra,waqar.mishra67@example.org,Hyderabad,2025-08-12,27
C00249,Suresh Subramaniam,suresh.subramaniam56@example.org,Hyderabad,2024-04-14,31
C00250,Shreya Mishra,shreya.mishra76@example.org,Mumbai,2025-11-11,34
C00251,Xenia Yadav,xenia.yadav59@example.org,Mumbai,2025-01-19,25
C00252,Gaurav Chakraborty,gaurav.chakraborty53@example.com,Hyderabad,2023-02-07,29
C00253,Tarun Pillai,tarun.pillai59@example.com,Kolkata,2023-08-18,29
C00254,Rahul Gupta,rahul.gupta56@example.com,Chennai,2024-07-16,36
C00255,Zoya Sharma,zoya.sharma11@example.com,Pune,2024-03-13,21
C00256,Lavanya Tripathi,lavanya.tripathi80@example.org,Bangalore,2023-01-27,29
C00257,Nandini Banerjee,nandini.banerjee11@example.org,Hyderabad,2023-08-14,45
C00258,Zoya Kumar,zoya.kumar4@example.com,Pune,2025-03-08,39
C00259,Siddharth Anand,siddharth.anand68@example.com,Delhi,2023-10-11,40
C00260,Shreya Kamath,shreya.kamath92@example.org,Delhi,2025-05-28,30
C00261,Harini Subramaniam,harini.subramaniam14@example.org,Delhi,2025-08-17,32
C00262,Saloni Yadav,saloni.yadav51@example.org,Delhi,2024-03-28,38
C00263,Sanjay Kamath,sanjay.kamath46@example.org,Kolkata,2025-10-16,42
C00264,Vivek Dutta,vivek.dutta56@example.org,Hyderabad,2025-03-26,18
C00265,Vishal Naik,vishal.naik1@example.org,Bangalore,2024-10-20,19
C00266,Sakshi Saxena,sakshi.saxena10@example.org,Pune,2024-06-30,40
C00267,Ishaan Pillai,ishaan.pillai3@example.org,Delhi,2025-12-08,27
C00268,Yamini Kamath,yamini.kamath50@example.com,Pune,2023-01-17,24
C00269,Varun Shetty,varun.shetty85@example.org,Bangalore,2026-04-10,19
C00270,Meera Anand,meera.anand34@example.org,Mumbai,2023-06-07,25
C00271,Sunita Das,sunita.das27@example.com,Delhi,2024-04-21,18
C00272,Vishal Saxena,vishal.saxena89@example.org,Mumbai,2025-12-05,46
C00273,Aarav Das,aarav.das48@example.com,Hyderabad,2024-06-01,29
C00274,Rohit Iyer,rohit.iyer74@example.org,Hyderabad,2023-04-09,29
C00275,Zoya Malhotra,zoya.malhotra3@example.org,Chennai,2025-11-26,34
C00276,Xenia Hegde,xenia.hegde42@example.org,Kolkata,2023-10-07,37
C00277,Shweta Pandey,shweta.pandey83@example.com,Mumbai,2024-05-11,37
C00278,Bhavna Tiwari,bhavna.tiwari53@example.org,Chennai,2023-10-29,38
C00279,Nikhil Yadav,nikhil.yadav91@example.org,Hyderabad,2023-06-30,24
C00280,Fatima Venkatesh,fatima.venkatesh63@example.com,Chennai,2024-08-29,27
C00281,Manish Kamath,manish.kamath40@example.org,Bangalore,2026-01-27,36
C00282,Deepa Chatterjee,deepa.chatterjee18@example.com,Hyderabad,2024-11-30,25
C00283,Kabir Kamath,kabir.kamath23@example.org,Mumbai,2025-09-19,29
C00284,Zubair Ghosh,zubair.ghosh10@example.org,Hyderabad,2026-02-13,33
C00285,Deepak Ramesh,deepak.ramesh90@example.org,Mumbai,2023-07-10,36
C00286,Prachi Shetty,prachi.shetty43@example.com,Pune,2023-09-10,18
C00287,Sanjay Menon,sanjay.menon16@example.org,Delhi,2025-09-07,35
C00288,Nandini Rao,nandini.rao5@example.org,Ahmedabad,2025-07-16,28
C00289,Akash Gupta,akash.gupta43@example.com,Mumbai,2026-03-30,35
C00290,Priya Dubey,priya.dubey88@example.com,Hyderabad,2023-05-08,36
C00291,Yash Suresh,yash.suresh69@example.com,Bangalore,2023-01-18,42
C00292,Ashwin Pandey,ashwin.pandey91@example.org,Bangalore,2024-07-19,40
C00293,Yamini Bhat,yamini.bhat55@example.org,Delhi,2024-07-23,40
C00294,Tarun Pillai,tarun.pillai97@example.com,Chennai,2024-11-16,41
C00295,Vijay Chaudhary,vijay.chaudhary39@example.org,Delhi,2024-09-17,32
C00296,Vishal Krishnan,vishal.krishnan81@example.com,Hyderabad,2025-05-03,30
C00297,Kavya Hegde,kavya.hegde98@example.org,Mumbai,2025-08-19,36
C00298,Aarav Ramesh,aarav.ramesh67@example.com,Mumbai,2023-06-04,35
C00299,Farhan Suresh,farhan.suresh74@example.org,Bangalore,2024-05-04,27
C00300,Zara Menon,zara.menon98@example.com,Delhi,2025-02-23,33
C00301,Meera Naik,meera.naik72@example.org,Delhi,2026-02-01,29
C00302,Lavanya Pandey,lavanya.pandey86@example.com,Mumbai,2023-09-03,23
C00303,Anjali Saxena,anjali.saxena26@example.org,Mumbai,2026-04-14,40
C00304,Priya Mehta,priya.mehta66@example.org,Ahmedabad,2025-11-28,30
C00305,Dhruv Joshi,dhruv.joshi29@example.org,Pune,2025-01-28,46
C00306,Esha Kamath,esha.kamath93@example.com,Pune,2024-06-21,18
C00307,Madhuri Saxena,madhuri.saxena3@example.com,Ahmedabad,2025-07-09,25
C00308,Waqar Dutta,waqar.dutta98@example.com,Kolkata,2024-02-12,30
C00309,Bhavna Anand,bhavna.anand57@example.com,Delhi,2024-06-08,39
C00310,Jaya Mishra,jaya.mishra77@example.org,Hyderabad,2025-04-07,33
C00311,Pankaj Tiwari,pankaj.tiwari11@example.org,Hyderabad,2025-06-21,32
C00312,Lakshmi Venkatesh,lakshmi.venkatesh1@example.com,Pune,2023-02-05,20
C00313,Fatima Tiwari,fatima.tiwari83@example.org,Kolkata,2024-11-15,20
C00314,Raj Ramesh,raj.ramesh19@example.org,Kolkata,2023-01-20,32
C00315,Priya Bhat,priya.bhat59@example.org,Bangalore,2023-11-17,19
C00316,Ravi Suresh,ravi.suresh68@example.org,Delhi,2024-05-26,25
C00317,Lavanya Chaudhary,lavanya.chaudhary98@example.org,Kolkata,2024-02-04,34
C00318,Prachi Bose,prachi.bose7@example.org,Kolkata,2024-10-15,22
C00319,Bhavna Kumar,bhavna.kumar50@example.com,Chennai,2025-08-29,42
C00320,Rohit Krishnan,rohit.krishnan54@example.org,Bangalore,2024-04-15,39
C00321,Rajesh Ghosh,rajesh.ghosh7@example.com,Chennai,2026-03-12,18
C00322,Shreya Tripathi,shreya.tripathi96@example.com,Ahmedabad,2026-01-20,22
C00323,Deepa Joshi,deepa.joshi28@example.org,Chennai,2025-04-13,18
C00324,Kunal Menon,kunal.menon39@example.org,Delhi,2024-12-27,23
C00325,Vijay Naik,vijay.naik28@example.org,Delhi,2025-05-03,36
C00326,Kunal Rajan,kunal.rajan52@example.org,Kolkata,2023-02-20,26
C00327,Nikhil Kumar,nikhil.kumar96@example.org,Bangalore,2024-07-28,33
C00328,Yamini Roy,yamini.roy30@example.com,Bangalore,2026-02-22,18
C00329,Siddharth Tripathi,siddharth.tripathi69@example.com,Chennai,2023-05-30,36
C00330,Esha Roy,esha.roy87@example.com,Bangalore,2023-11-10,25
C00331,Ankit Iyer,ankit.iyer26@example.com,Chennai,2024-07-23,30
C00332,Yamini Chakraborty,yamini.chakraborty48@example.com,Mumbai,2023-11-01,29
C00333,Uma Naik,uma.naik87@example.org,Bangalore,2024-11-12,19
C00334,Aditya Ramesh,aditya.ramesh12@example.org,Chennai,2025-04-17,20
C00335,Tarun Chakraborty,tarun.chakraborty92@example.org,Hyderabad,2025-12-13,37
C00336,Geeta Sharma,geeta.sharma58@example.com,Mumbai,2025-09-29,33
C00337,Swati Das,swati.das16@example.com,Chennai,2024-03-19,38
C00338,Vijay Roy,vijay.roy39@example.org,Chennai,2024-09-04,32
C00339,Nalini Venkatesh,nalini.venkatesh46@example.org,Delhi,2025-09-19,31
